time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00039475,0107,0000,2879,1017,24,0000,000,090,090,00,+,1,0,-019,-003,2133,0017,0000,0789,2361,101209,8491,05:43:56,34472380,000450045,00313
00040007,0086,0000,2875,1017,24,0000,000,090,090,00,+,1,0,-013,-089,2119,0018,0000,0788,2363,101214,8483,05:43:56,34472380,000450045,00313
00040507,0096,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-015,-045,2128,0017,0000,0789,2364,101208,8475,05:43:56,34472380,000450045,00313
00041007,0084,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-029,-062,2128,0017,0000,0788,2365,101210,8468,05:43:56,34472380,000450045,00313
00041507,0086,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-026,-065,2124,0018,0000,0788,2366,101211,8461,05:43:56,34472380,000450045,00313
00042007,0084,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-016,-020,2138,0018,0000,0788,2368,101208,8456,05:43:56,34472380,000450045,00313
00042507,0084,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-039,-011,2128,0018,0000,0788,2369,101211,8452,05:43:56,34472380,000450045,00313
00043008,0086,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-051,+034,2138,0017,0000,0788,2370,101210,8442,05:43:56,34472380,000450045,00313
00043508,0084,0000,2872,1017,24,0000,000,090,090,00,+,1,0,-036,-044,2128,0017,0000,0788,2371,101211,8436,05:43:56,34472380,000450045,00313
00044008,0084,0000,2868,1017,24,0000,000,090,090,00,+,1,0,-032,-040,2128,0017,0000,0788,2372,101211,8430,05:43:56,34472380,000450045,00313
00044508,0086,0000,2868,1017,24,0000,000,090,090,00,+,1,0,-007,-026,2133,0018,0000,0788,2373,101207,8424,05:43:56,34472380,000450045,00313
00045046,0086,0000,2868,1017,24,0000,000,090,090,00,+,1,0,-013,-055,2138,0017,0000,0788,2374,101209,8418,05:43:56,34472380,000450045,00313
00045546,0084,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-023,-031,2143,0017,0000,0788,2376,101212,8405,05:43:56,34472380,000450045,00313
00046057,0084,0000,2868,1017,24,0000,000,090,090,00,+,1,0,-028,-023,2138,0017,0000,0788,2375,101211,8391,05:43:56,34472380,000450045,00313
00046557,0086,0000,2868,1017,24,0000,000,090,090,00,+,1,0,-013,+000,2133,0017,0000,0788,2376,101211,8381,05:43:56,34472380,000450045,00313
00047057,0084,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-010,-106,2138,0018,0000,0788,2377,101210,8372,05:43:56,34472380,000450045,00313
00047557,0086,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-056,-087,2128,0017,0000,0788,2379,101209,8368,05:43:56,34472380,000450045,00313
00048060,0084,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-025,-091,2143,0017,0000,0788,2381,101211,8362,05:43:56,34472380,000450045,00313
00048560,0086,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-010,-025,2138,0018,0000,0788,2382,101212,8357,05:43:56,34472380,000450045,00313
00049060,0084,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-024,-119,2143,0017,0000,0788,2382,101214,8352,05:43:56,34472380,000450045,00313
00049560,0086,0000,2865,1017,24,0000,000,090,090,00,+,1,0,-015,+026,2133,0017,0000,0789,2384,101214,8347,05:43:56,34472380,000450045,00313
00050060,0086,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-036,-024,2143,0018,0000,0788,2384,101213,8339,05:43:56,34472380,000450045,00313
00050560,0084,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-015,+031,2147,0018,0000,0788,2386,101213,8334,05:43:56,34472380,000450045,00313
00051066,0100,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-013,-032,2143,0017,0000,0788,2387,101215,8327,05:43:56,34472380,000450045,00313
00051566,0086,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-026,-046,2143,0017,0000,0788,2389,101216,8323,05:43:56,34472380,000450045,00313
00052077,0094,0000,2861,1017,24,0000,000,090,000,90,9,0,0,-033,-101,2143,0000,1700,0788,2391,101214,8319,05:44:11,34473253,133487420,00071
00052577,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-017,-044,2147,0018,0000,0788,2392,101215,8312,05:44:11,34473253,133487420,00071
00053125,0084,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-017,+016,2152,0017,0000,0788,2392,101214,8295,05:44:12,34473253,133487420,00071
00053664,0102,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-017,-028,2138,0018,0000,0788,2393,101214,8284,05:44:13,34473253,133487420,00071
00054953,0084,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-019,-075,2143,0018,0000,0788,2397,101216,8275,05:44:13,34473253,133487420,00071
00055453,0094,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-002,-054,2152,0017,0000,0788,2398,101214,8259,05:44:13,34473253,133487420,00071
00055953,0100,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-039,-042,2147,0017,0000,0788,2398,101214,8249,05:44:13,34473253,133487420,00071
00056453,0092,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-043,-018,2152,0018,0000,0788,2399,101212,8240,05:44:13,34473253,133487420,00071
00057005,0086,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-063,-034,2152,0017,0000,0788,2400,101215,8234,05:44:13,34473253,133487420,00071
00057505,0094,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-025,-038,2157,0018,0000,0788,2401,101214,8229,05:44:13,34473253,133487420,00071
00058033,0100,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-046,-053,2147,0018,0000,0788,2402,101213,8224,05:44:13,34473253,133487420,00071
00058533,0100,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-037,-042,2161,0017,0000,0788,2403,101214,8215,05:44:13,34473253,133487420,00071
00059033,0105,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-029,-044,2152,0017,0000,0788,2403,101213,8203,05:44:13,34473253,133487420,00071
00059533,0105,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-021,-058,2157,0018,0000,0788,2404,101214,8198,05:44:13,34473253,133487420,00071
00060033,0096,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-016,-047,2152,0017,0000,0788,2405,101215,8193,05:44:13,34473253,133487420,00071
00060533,0092,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-051,-044,2157,0017,0000,0788,2407,101213,8185,05:44:13,34473253,133487420,00071
00061035,0086,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-025,-056,2152,0017,0000,0788,2407,101214,8177,05:44:13,34473253,133487420,00071
00061535,0092,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-016,-050,2157,0018,0000,0788,2407,101213,8171,05:44:13,34473253,133487420,00071
00062035,0084,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-032,-051,2166,0017,0000,0788,2409,101214,8163,05:44:13,34473253,133487420,00071
00062535,0084,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-028,-051,2157,0017,0000,0788,2410,101216,8158,05:44:13,34473253,133487420,00071
00063046,0088,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-033,-051,2161,0017,0000,0788,2411,101217,8153,05:44:13,34473253,133487420,00071
00063546,0088,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-022,-056,2157,0018,0000,0788,2412,101215,8148,05:44:13,34473253,133487420,00071
00064046,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-031,-053,2166,0017,0000,0788,2413,101213,8145,05:44:13,34473253,133487420,00071
00064546,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-033,-059,2166,0018,0000,0788,2414,101215,8141,05:44:13,34473253,133487420,00071
00065046,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-030,-051,2161,0017,0000,0788,2415,101215,8136,05:44:13,34473253,133487420,00071
00065546,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-014,-068,2171,0017,0000,0788,2416,101215,8132,05:44:13,34473253,133487420,00071
00066046,0088,0000,2861,1017,25,0000,000,090,090,00,+,1,0,-026,-039,2166,0017,0000,0788,2418,101214,8126,05:44:13,34473253,133487420,00071
00066546,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-063,-031,2166,0017,0000,0786,2418,101215,8120,05:44:13,34473253,133487420,00071
00067046,0088,0000,2861,1017,25,0000,000,090,090,00,+,1,0,-032,-045,2175,0018,0000,0788,2418,101215,8114,05:44:13,34473253,133487420,00071
00067546,0084,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-037,-048,2171,0017,0000,0788,2419,101216,8109,05:44:13,34473253,133487420,00071
00068074,0098,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-035,-047,2166,0017,0000,0788,2420,101212,8104,05:44:13,34473253,133487420,00071
00068574,0084,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-033,-041,2166,0018,0000,0788,2421,101215,8099,05:44:13,34473253,133487420,00071
00069104,0088,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-040,-043,2166,0017,0000,0788,2422,101215,8094,05:44:28,34473253,000000000,00000
00069664,0090,0000,2861,1017,24,0000,000,090,090,00,+,1,0,-024,-046,2171,0017,0000,0788,2423,101215,8091,05:44:28,34473253,000000000,00000
00070164,0084,0000,2861,1017,25,0000,000,090,090,00,+,1,0,-027,-041,2175,0017,0000,0788,2424,101216,8086,05:44:29,34473253,133483333,00181
00070925,0096,0000,2861,1017,25,0000,000,090,090,00,+,1,0,-039,-047,2180,0017,0000,0788,2424,101211,8078,05:44:29,34473253,133483333,00181
00071425,0088,0000,2861,1017,25,0000,000,090,090,00,+,1,0,-024,-052,2166,0018,0000,0788,2425,101214,8073,05:44:29,34473253,133483333,00181
00071925,0084,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-028,-043,2171,0017,0000,0788,2427,101213,8070,05:44:29,34473253,133483333,00181
00072425,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-026,-046,2175,0017,0000,0788,2428,101212,8069,05:44:29,34473253,133483333,00181
00072927,0086,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-029,-042,2180,0017,0000,0786,2430,101215,8064,05:44:29,34473253,133483333,00181
00073427,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-029,-064,2185,0017,0000,0788,2430,101215,8060,05:44:29,34473253,133483333,00181
00073927,0096,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-016,-057,2175,0017,0000,0788,2431,101214,8057,05:44:29,34473253,133483333,00181
00074427,0088,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-023,-051,2175,0017,0000,0788,2432,101212,8051,05:44:29,34473253,133483333,00181
00074927,0084,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-025,-054,2171,0018,0000,0788,2433,101211,8044,05:44:29,34473253,133483333,00181
00075427,0088,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-033,-046,2185,0018,0000,0788,2433,101214,8040,05:44:29,34473253,133483333,00181
00075928,0096,0000,2858,1017,24,0000,000,009,000,00,0,1,0,-025,-028,2171,0000,7000,0788,2435,101217,8032,05:44:29,34473253,133483333,00181
00076428,0100,0000,2858,1017,24,0000,000,009,000,00,0,1,0,-033,-081,2175,0000,7000,0788,2436,101213,8027,05:44:29,34473253,133483333,00181
00076962,0084,0000,2858,1017,25,0000,000,009,000,00,0,1,0,-034,-076,2199,0000,7000,0788,2437,101213,8023,05:44:29,34473253,133483333,00181
00077462,0098,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-033,-047,2175,0018,0000,0788,2438,101215,8021,05:44:29,34473253,133483333,00181
00077963,0096,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-026,-050,2190,0018,0000,0788,2439,101214,8019,05:44:29,34473253,133483333,00181
00078464,0098,0000,2858,1017,24,0000,000,090,090,00,+,1,0,-016,-077,2185,0017,0000,0788,2441,101214,8016,05:44:29,34473253,133483333,00181
00078964,0098,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-056,-135,2194,0018,0000,0788,2442,101214,8012,05:44:29,34473253,133483333,00181
00079464,0100,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-042,-044,2185,0018,0000,0788,2443,101215,8005,05:44:29,34473253,133483333,00181
00079964,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-033,+021,2180,0018,0000,0788,2443,101215,8003,05:44:29,34473253,133483333,00181
00080464,0149,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-021,-118,2194,0018,0000,0788,2444,101216,7997,05:44:29,34473253,133483333,00181
00080964,0096,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-044,-003,2185,0018,0000,0788,2446,101216,7994,05:44:29,34473253,133483333,00181
00081464,0100,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-040,-073,2185,0017,0000,0788,2446,101213,7987,05:44:29,34473253,133483333,00181
00081964,0084,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-012,-068,2180,0018,0000,0788,2447,101214,7982,05:44:29,34473253,133483333,00181
00082464,0098,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-076,-048,2185,0017,0000,0788,2448,101212,7979,05:44:29,34473253,133483333,00181
00082964,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-015,-010,2199,0018,0000,0788,2449,101210,7975,05:44:29,34473253,133483333,00181
00083464,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-036,-065,2199,0018,0000,0788,2450,101214,7970,05:44:29,34473253,133483333,00181
00083964,0084,0023,2858,1017,25,0000,000,090,090,00,+,1,0,-014,-022,2194,0017,0000,0788,2451,101212,7965,05:44:29,34473253,133483333,00181
00084464,0088,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-022,-037,2194,0018,0000,0788,2451,101212,7961,05:44:29,34473253,133483333,00181
00084964,0092,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-025,-135,2185,0018,0000,0788,2453,101213,7956,05:44:29,34473253,133483333,00181
00085464,0084,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-033,+011,2194,0018,0000,0788,2454,101213,7951,05:44:29,34473253,133483333,00181
00086011,0094,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-076,-021,2199,0018,0000,0788,2455,101211,7946,05:44:29,34473253,133483333,00181
00086511,0086,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-035,-041,2199,0017,0000,0788,2456,101213,7941,05:44:29,34473253,133483333,00181
00087026,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-061,-023,2185,0018,0000,0788,2457,101214,7937,05:44:29,34473253,133483333,00181
00087526,0084,0000,2858,1017,25,0000,000,090,090,00,+,1,0,-048,-046,2194,0017,0000,0788,2458,101214,7930,05:44:29,34473253,133483333,00181
00088026,0092,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-039,-076,2190,0017,0000,0788,2458,101213,7925,05:44:29,34473253,133483333,00181
00088526,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-047,+070,2204,0017,0000,0788,2459,101213,7921,05:44:29,34473253,133483333,00181
00089026,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-035,-170,2204,0018,0000,0786,2460,101213,7917,05:44:29,34473253,133483333,00181
00089526,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-070,-180,2208,0018,0000,0788,2462,101214,7915,05:44:29,34473253,133483333,00181
00090027,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-053,-111,2194,0018,0000,0786,2463,101216,7910,05:44:29,34473253,133483333,00181
00090527,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-029,-128,2204,0017,0000,0788,2464,101214,7906,05:44:29,34473253,133483333,00181
00091029,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-037,-074,2208,0017,0000,0788,2464,101215,7900,05:44:29,34473253,133483333,00181
00091529,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-046,+026,2204,0018,0000,0788,2465,101215,7896,05:44:29,34473253,133483333,00181
00092029,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-034,-070,2208,0017,0000,0788,2466,101216,7890,05:44:29,34473253,133483333,00181
00092529,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-032,-034,2194,0018,0000,0788,2467,101214,7887,05:44:29,34473253,133483333,00181
00093029,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-034,-062,2199,0018,0000,0786,2468,101215,7878,05:44:29,34473253,133483333,00181
00093529,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-027,-057,2208,0018,0000,0788,2468,101215,7870,05:44:29,34473253,133483333,00181
00094053,0094,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-016,-058,2204,0017,0000,0788,2468,101212,7864,05:44:29,34473253,133483333,00181
00094553,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-033,-047,2199,0018,0000,0786,2469,101213,7857,05:44:29,34473253,133483333,00181
00095055,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-030,-048,2204,0018,0000,0788,2471,101213,7854,05:44:54,34473255,133487420,00071
00095618,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-027,-046,2208,0017,0000,0786,2473,101215,7848,05:44:54,34473255,133487420,00071
00096134,0102,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-023,-052,2208,0017,0000,0786,2474,101214,7844,05:44:55,34473253,000150015,00040
00096911,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-029,-054,2208,0017,0000,0788,2476,101215,7834,05:44:55,34473253,000150015,00040
00097411,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-035,-050,2204,0017,0000,0788,2475,101214,7829,05:44:55,34473253,000150015,00040
00097913,0092,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-031,-068,2213,0017,0000,0788,2476,101213,7824,05:44:55,34473253,000150015,00040
00098413,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-035,-056,2208,0017,0000,0788,2477,101216,7818,05:44:55,34473253,000150015,00040
00098913,0092,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-022,-047,2208,0018,0000,0788,2478,101217,7814,05:44:55,34473253,000150015,00040
00099414,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-027,-041,2218,0018,0000,0788,2479,101216,7809,05:44:55,34473253,000150015,00040
00099914,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-026,-044,2208,0018,0000,0788,2479,101216,7803,05:44:55,34473253,000150015,00040
00100414,0088,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-038,-048,2199,0018,0000,0788,2479,101215,7798,05:44:55,34473253,000150015,00040
00100914,0096,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-020,-054,2213,0018,0000,0788,2481,101216,7793,05:44:55,34473253,000150015,00040
00101414,0092,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-028,-045,2213,0018,0000,0788,2482,101217,7790,05:44:55,34473253,000150015,00040
00101914,0100,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-021,-045,2218,0018,0000,0786,2483,101216,7787,05:44:55,34473253,000150015,00040
00102414,0098,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-022,-059,2218,0018,0000,0788,2484,101215,7783,05:44:55,34473253,000150015,00040
00102914,0096,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-033,-057,2218,0018,0000,0788,2485,101217,7780,05:44:55,34473253,000150015,00040
00103414,0100,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-025,-041,2208,0018,0000,0788,2486,101216,7776,05:44:55,34473253,000150015,00040
00103914,0098,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-025,-052,2218,0017,0000,0786,2486,101216,7770,05:44:55,34473253,000150015,00040
00104414,0100,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-028,-052,2223,0017,0000,0788,2487,101217,7766,05:44:55,34473253,000150015,00040
00104914,0090,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-026,-078,2223,0017,0000,0786,2488,101215,7760,05:44:55,34473253,000150015,00040
00105414,0090,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-034,-053,2223,0017,0000,0788,2488,101213,7755,05:44:55,34473253,000150015,00040
00105914,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-038,-048,2223,0017,0000,0786,2489,101214,7751,05:44:55,34473253,000150015,00040
00106414,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-022,-053,2218,0017,0000,0788,2490,101214,7748,05:44:55,34473253,000150015,00040
00106914,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-038,-049,2218,0017,0000,0788,2491,101213,7743,05:44:55,34473253,000150015,00040
00107414,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-024,-047,2223,0017,0000,0788,2491,101214,7737,05:44:55,34473253,000150015,00040
00107914,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-039,-055,2227,0017,0000,0788,2491,101216,7730,05:44:55,34473253,000150015,00040
00108414,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-008,-049,2213,0018,0000,0788,2491,101215,7728,05:44:55,34473253,000150015,00040
00108914,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-022,-042,2218,0017,0000,0788,2492,101213,7720,05:44:55,34473253,000150015,00040
00109414,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-030,-050,2218,0017,0000,0788,2492,101213,7713,05:44:55,34473253,000150015,00040
00109914,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-034,-039,2218,0017,0000,0788,2492,101215,7710,05:44:55,34473253,000150015,00040
00110414,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-035,-039,2227,0018,0000,0788,2494,101216,7701,05:44:55,34473253,000150015,00040
00110914,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-029,-043,2218,0018,0000,0788,2494,101214,7697,05:44:55,34473253,000150015,00040
00111414,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-018,-045,2227,0018,0000,0788,2495,101215,7693,05:44:55,34473253,000150015,00040
00111915,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-033,-050,2227,0018,0000,0788,2494,101215,7688,05:44:55,34473253,000150015,00040
00112415,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-022,-043,2227,0018,0000,0788,2495,101215,7686,05:44:55,34473253,000150015,00040
00112915,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-028,-058,2227,0018,0000,0788,2496,101215,7685,05:44:55,34473253,000150015,00040
00113415,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-024,-043,2227,0018,0000,0788,2497,101215,7683,05:44:55,34473253,000150015,00040
00113915,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-017,-049,2218,0017,0000,0786,2499,101215,7681,05:44:55,34473253,000150015,00040
00114415,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-016,-051,2232,0017,0000,0788,2500,101213,7679,05:44:55,34473253,000150015,00040
00114915,0081,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-028,-051,2218,0017,0000,0786,2501,101213,7677,05:44:55,34473253,000150015,00040
00115415,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-021,-046,2218,0017,0000,0788,2502,101213,7675,05:44:55,34473253,000150015,00040
00115915,0084,0000,2854,1017,25,0000,000,090,090,00,+,1,0,-017,-045,2223,0017,0000,0786,2503,101214,7673,05:44:55,34473253,000150015,00040
